name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude,is_market_coverage
Nhà Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đà Nẵng,Hải Châu,,,,12534413807,128.43,5.0,,,,4.0,2.0,,,,16.027769,108.199964,True
Biệt thự/Nhà liền kề 7 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hồ Chí Minh,7,,,,13676671251,58.36,1.0,,,,1.0,4.0,,,,10.774082,106.687918,True
Đất Trung tâm An Giang,Coverage row generated from market priors and Hugging Face schema.,Đất,An Giang,Trung tâm,,,,1077887489,44.66,0.0,,,,0.0,0.0,,,,10.514045,105.113449,True
"Nhà 1 trệt 2 lầu mặt tiền đường Dương Vân Nga, phường Rạch Dừa, thành phố Vũng Tàu","Chào bạn, mình có căn nhà 1 trệt 2 lầu nằm ngay mặt tiền đường Dương Vân Nga, Phường Rạch Dừa, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu. Diện tích đất là 110m2, với chiều ngang 4.8m, có sẵn 70m2 thổ cư và toàn bộ diện tích nằm trong quy hoạch đất ở. Vị trí nhà cực kỳ đắc địa, nằm ngay trục chính của con đường mới mở rộng lên đến 23m. Xung quanh bán kính 1km là đầy đủ các tiện ích thiết yếu cho cuộc sống như trường học các cấp, đại học, chợ và cả khu du lịch biển. Căn nhà này là chính chủ gửi bán, với mức giá mong muốn là 8 tỷ đồng, có thương lượng cho khách thiện chí. Nếu bạn quan tâm, hãy liên hệ ngay với Ms. Sen qua số điện thoại [phone_number] để xem nhà trực tiếp và làm việc với chủ nhà nhé!",Nhà,Bà Rịa - Vũng Tàu,Vũng Tàu,Rạch Dừa,Dương Vân Nga,,8201323523,109.52,3.0,4.8,22.92,,3.0,2.0,,,2026-01-07T17:29:13.588000,10.544214,107.232708,False
Bán lô đất 9x20m full thổ cư 169m2 1/ Tô Ký Tân Xuân Hóc Môn hẻm 8m giá 8.5 tỷ cách Q12 800m,Đất 1/ Tô Ký Hóc Môn sát Quận 12 xã Tân Xuân. Hẻm nhựa 8m cách mặt tiền Tô Ký 40m. Lô 9x20 tổng 169m2 thổ cư. Hướng Đông Nam - Đông Bắc và Tây Bắc.,Đất,Hồ Chí Minh,Hóc Môn,Tân Xuân,,,21429745415,161.57,0.0,9.0,,,0.0,0.0,Đông Nam,,2026-03-02T19:57:50.533000,10.772039,106.695909,False
"Chính chủ bán nhà tại Tây Mỗ - Nam Từ Liêm : 35m x 5T chỉ 6,5 tỷ - ngõ nông, rộng 30 m ra ô tô.","Chính chủ bán nhà tại Tây Mỗ - Nam Từ Liêm : 35m x 5T chỉ 6,5 tỷ - ngõ nông, rộng 30 m ra ô tô. Chủ nhà làm ăn có lộc chuyển ra biệt thự gửi bán căn nhà tại đường Tây Mỗ, nhà đẹp long lanh, thiết kế hiện đại , với 1 pk, 3 p ngủ, p thờ và sân phơi. Nhà nằm ngay sát trục đường 70 đang triển khai mở rộng 50m, cách Vincomegamall, Vinmec, bảo tàng Quân Sự , Đại Lộ Thăng Long chỉ 200m. Gần chợ, trường học các cấp các bố mẹ ko lo phải đưa đón con đi học. Vị trí trung tâm giữa Vinsmart và Aeonmall Hà Đông vô vàn tiện ích, giao thông thuận tiện giúp bố mẹ dễ dàng vào trung tâm các quận : Thanh Xuân, Hà Đông, Cầu Giấy, Nam Từ Liêm ... Hoài Đức để đi làm. Hàng xóm thân thiện , văn minh, dân trí cao, mối trường sống tốt. Địa chỉ rất phù hợp để AC chọn an cư cho gia đình. - Pháp lý chuẩn, sổ đỏ vuông văn đẹp, giao dịch trong ngày. * Liên hệ gặp chính chủ: c Hường",Nhà,Hà Nội,Nam Từ Liêm,Tây Mỗ,Tây Mỗ,,5640858158,32.23,5.0,4.0,,2.8,4.0,4.0,,,2025-12-29T09:19:42.100000,21.015778,105.838901,False
"Căn góc 2 mặt tiền 8x20m, vị trí đẹp ngay trung tâm Tỉnh Tây Ninh mới","Nằm ngay trung tâm hành chính tỉnh Tây Ninh thuộc TP Tân An cũ. - Tiếp giáp mặt tiền Quốc Lộ 1, cách siêu thị Aeon Mall 300m. - Diện tích: 8x20 (góc 2 mặt tiền). - Căn góc duy nhất hàng hiếm, vị trí đẹp gần sông Vàm Cỏ mát mẻ. Thích hợp ở hoặc kinh doanh. - Hạ tầng hoàn thiện 100%, điện nước âm. - Hỗ trợ vay bank 60%. - Trả góp 18 tháng Không lãi suất. - Bán kính 1 km đầy đủ tiện ích: Ngân hàng, siêu thị, trường học. - Giá tốt, vị trí đẹp, hàng hiếm. Quý khách liên hệ ngay để xem nhà ạ.",Biệt thự/Nhà liền kề,Long An,Tân An,,,Green City,8258208025,149.81,3.0,,,,3.0,4.0,,,2026-02-11T01:49:07.257000,10.67985,106.252019,False
Nhà Cầu Giấy Hà Nội,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hà Nội,Cầu Giấy,,,,6128565049,45.23,1.0,,,,2.0,2.0,,,,21.02289,105.856255,True
Đất Trung tâm Bắc Ninh,Coverage row generated from market priors and Hugging Face schema.,Đất,Bắc Ninh,Trung tâm,,,,4917581718,114.68,0.0,,,,0.0,0.0,,,,21.207428,106.062946,True
LÔ ĐẤT 80m2 full thổ cư ngay GẦN TRUNG TÂM XUÂN HÒA - PHÚC YÊN giáp (Đại Lải) giá chỉ từ 1tỷ2/ lô,"LÔ ĐẤT 80m2 full thổ cư ngay GẦN TRUNG TÂM XUÂN HÒA - PHÚC YÊN giáp (Đại Lải) giá chỉ từ hơn 1 tỷ/ lô Ngay UBND phường, trường học, chợ dân sinh, dân cư ở kín. View hồ Thanh Cao, cách Thanh Xuân Valley BIM Group chỉ 2,5km. Hưởng lợi tuyến đường 1.500 tỷ nối Sóc Sơn Đại Lải Nội Bài, đang triển khai mạnh. Pháp lý rõ ràng ,sổ đỏ từng lô, vào xây nhà ở được ngay. Phúc Yên sắp về Hà Nội, giá đất khu này còn rẻ 1/2 so với BIM Group, cơ hội nhân đôi vốn giai đoạn 2025- 2026 Liên hệ em Dung [phone_number] ngay để xem thực tế & chọn lô đẹp nhất ạ",Đất,Vĩnh Phúc,Phúc Yên,Ngọc Thanh,Lê Duẩn,,2406705778,78.65,0.0,5.0,,,0.0,0.0,,,2026-02-16T23:08:35.684000,21.310754,105.614969,False
Đất Trung tâm Kiên Giang,Coverage row generated from market priors and Hugging Face schema.,Đất,Kiên Giang,Trung tâm,,,,1460731862,47.91,0.0,,,,0.0,0.0,,,,9.99524,105.098148,True
Nhà Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đà Nẵng,Hải Châu,,,,12290884197,120.0,5.0,,,,5.0,3.0,,,,16.024626,108.199495,True
Biệt thự/Nhà liền kề Trung tâm Phú Thọ,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Phú Thọ,Trung tâm,,,,1492271160,42.09,5.0,,,,5.0,4.0,,,,21.26059,105.22251,True
"Hiếm đất chợ rích gạo, phù chẩn vừa ở vừa kinh doanh, giá tốt lô đất thổ cư trung tâm","HIẾM ĐẤT CHỢ RÍCH GẠO, PHÙ CHẨN VỪA Ở VỪA KINH DOANH, GIÁ TỐT Lô đất thổ cư trung tâm chợ Rích Gạo vị trí vàng buôn bán, dòng tiền sẵn có Ô tô vào nhà, thuận tiện ở kinh doanh cho thuê Liền kề VSIP Bắc Ninh khu vực đông công nhân, nhu cầu cao Diện tích 59,6m | MT 4,45m vuông vắn, dễ xây Sổ đỏ mới tinh pháp lý chuẩn Giá chỉ 3 tỷ x cơ hội hiếm trong khu vực Đất đẹp không chờ lâu gọi ngay để xem đất và chốt nhanh Lh: [phone_number]",Đất,Bắc Ninh,Từ Sơn,Phù Chẩn,,,3127619684,55.82,0.0,,,,0.0,0.0,,,2026-03-12T11:13:26.359000,21.192395,106.065446,False
Cần bán căn hộ siêu đẹp diện tích rộng mà giá chỉ nhỉnh hơn 4 tỷ,Chính chủ gửi bán căn 2PN - 2 WC toà Gemek An Khánh - DT 70 m2 thông thuỷ - mà giá chỉ 4tỷ 350 triệu quá hợp lý cho khách có nhu cầu. E cam kết giá tốt nhất toà. Full toàn bộ nội thât mới tinh (chủ mới sửa) tầng trung - sổ đỏ lâu dài. Lh xem nhà:,Căn hộ chung cư,Hà Nội,Hoài Đức,An Khánh,Lê Trọng Tấn,Gemek Tower,6757391507,65.64,7.0,,,,3.0,2.0,,,2025-12-05T11:19:10.362000,21.033449,105.861536,False
Shophouse Trung tâm Bà Rịa - Vũng Tàu,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Bà Rịa - Vũng Tàu,Trung tâm,,,,5959257633,55.47,4.0,,,,2.0,2.0,,,,10.546159,107.24988,True
"NHÀ HXH ĐƯỜNG SỐ 9 SÁT MẶT TIỀN ĐẶNG VĂN BI, BÌNH THỌ, THỦ ĐỨC","NHÀ HXH ĐƯỜNG SỐ 9 SÁT MẶT TIỀN ĐẶNG VĂN BI, BÌNH THỌ, THỦ ĐỨC Diện tích: 109m² Ngang gần 9m Đường trước nhà: Hẻm xe hơi rộng, thông thoáng. Vị trí đắc địa: Cách mặt tiền Đặng Văn Bi chỉ vài bước Gần Vincom, chợ Thủ Đức, Võ Văn Ngân Khu dân cư an ninh, dân trí cao Công năng phù hợp: Căn hộ dịch vụ (CHDV) Spa Thẩm mỹ Văn phòng, homestay Giá bán: 13 tỷ Liên hệ:",Nhà,Hồ Chí Minh,Thủ Đức,Bình Thọ,,,19246012064,109.48,5.0,,,,5.0,2.0,,,2025-11-18T13:47:55.759000,10.838528,106.755358,False
"Bán nhà Khương Thượng 20 m2. 5 tầng sổ đỏ. Giá 4,55 tỷ","Bán nhà Khương Thượng 20 m2. 5 tầng sổ đỏ. Giá 4,55 tỷ. Nhà mới tinh. Nhà như hình. Gần các tuyến phố đẹp: Chùa Bộc, Tam Khương, Trường Chinh. Bao quanh là các trường đại học: Thủy Lợi, Công Đoàn, Ngân Hàng. Giao thông thuận tiện, gần bãi gửi xe, bệnh viện lớn chỉ trong bán kính 1km. Xây 5 tầng sổ đỏ phân lô giao dịch nhanh gọn. Giá chào bán: 4.55 tỷ. Tầng 1: Phòng khách + bếp. Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ đẹp lung linh, nội thất cao cấp. Tổng: 3 phòng ngủ 3 vệ sinh.",Nhà,Hà Nội,Đống Đa,Khương Thượng,Khương Thượng,,3848159841,20.2,4.0,3.2,,2.0,4.0,3.0,,,2025-06-23T13:24:52.933000,21.02243,105.813245,False
"Bán nhà phố Minh Khai - 16m2 x 4 tầng, 1.98 tỷ","Nhà xây mới 2 phòng ngủ đầy đủ nội thất, khu vực dân trí cao, an ninh tốt, cách trường đại học kinh tế quốc dân, bách khoa, xây dựng 2km, phù hợp bố mẹ mua cho con học đại học hoặc vợ chồng trẻ mua căn này ở quá tốt. + Liên hệ [phone_number]",Nhà,Hà Nội,Hai Bà Trưng,Thanh Lương,Minh Khai,,2510335959,16.32,4.0,,,,1.0,2.0,,,2025-08-25T21:20:37.736000,21.026677,105.835524,False
Đất Trung tâm Tây Ninh,Coverage row generated from market priors and Hugging Face schema.,Đất,Tây Ninh,Trung tâm,,,,1189556714,47.09,0.0,,,,0.0,0.0,,,,11.295296,106.119651,True
"Bán căn hộ cao cấp Season Avenue, dt: 68m2, 2pn, full nội thất, giá: 7 tỷ","Cần bán sớm căn hộ cao cấp Season Avenue, dt: 68m2, 2pn, 2wc, nội thất full. Toà nhà có bể bơi, vườn, khuôn viên sống xanh, được xây bởi cdt uy tín Capital land, giá bán: 6,7 tỷ, sổ đỏ chính chủ LH: [phone_number]. Phương Chi( Miễn TG)",Căn hộ chung cư,Hà Nội,Hà Đông,Mộ Lao,,Seasons Avenue,7763584712,69.73,7.0,,,,2.0,1.0,,,2026-02-21T12:12:43.225000,20.966394,105.777205,False
"Bán đất 1044m2 tại Xã Thiện Nghiệp, 1,2 tỷ, Bình Thuận","Cần bán đất nền cực chất tại Phường Mũi Né, Lâm Đồng (địa chỉ cũ: Thành phố Phan Thiết, Bình Thuận). 1044m2 CLN thoải mái xây dựng theo ý thích. + Giá chỉ 1,2 tỷ VND, quá hời cho một diện tích lớn như vậy! + Mặt tiền 12m, dễ dàng kinh doanh, buôn bán hoặc xây nhà ở. + Ngõ rộng 6m, xe hơi ra vào thoải mái. + Pháp lý đầy đủ, không lo về giấy tờ. + Hướng cửa chính Đông, đón nắng sớm, rất tốt cho phong thủy. + Đất thổ cư, xây dựng ngay! Liên hệ ngay để được tư vấn miễn phí! [phone_number] - Hungbds.",Đất,Bình Thuận,Phan Thiết,Thiện Nghiệp,,,27182818333,963.48,0.0,12.0,,,0.0,0.0,Đông,,2026-03-06T21:26:43.323000,10.942281,108.087906,False
Căn hộ chung cư Trung tâm Vĩnh Phúc,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Vĩnh Phúc,Trung tâm,,,,1210398162,45.0,1.0,,,,3.0,3.0,,,,21.314253,105.59954,True
Biệt thự/Nhà liền kề Trung tâm Bạc Liêu,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Bạc Liêu,Trung tâm,,,,2730985819,74.6,3.0,,,,5.0,4.0,,,,9.313303,105.708751,True
Nhà Trung tâm Tuyên Quang,Coverage row generated from market priors and Hugging Face schema.,Nhà,Tuyên Quang,Trung tâm,,,,3539577959,172.57,4.0,,,,4.0,2.0,,,,21.824958,105.196592,True
"Đất sổ đỏ 84m2, ấp xóm Gốc, Long An, Long Thành, Đồng Nai","CẦN BÁN ĐẤT Do không có nhu cầu sử dụng, mình cần bán 3 mảnh đất ở Long Thành: Vị Trí: https://maps.app.goo.gl/1j9UwUk8ZgLAzJmD7?g_st=ipc Diện tích: Thửa 275: 84,7 m2 Thửa 274: 81,1 m2 Thửa 273: 84,3 m2 Đất đẹp, vuông vức, đường hiện hữu. Giao thông thuận tiện, khu dân cư hiện hữu, thoáng mát, yên bình, gần sân bay Long Thành Sổ Đỏ Chính Chủ, đẹp, liên hệ xem đất thoải mái. Giá ra đi (có thể thương lượng): 40tr/m2 Vui lòng liên hệ: [phone_number]",Đất,Đồng Nai,Long Thành,Long An,,,3552992596,82.04,0.0,8.0,,,0.0,0.0,,,2025-10-28T17:39:34.100000,10.971935,106.857488,False
Biệt thự/Nhà liền kề Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Phòng,Trung tâm,,,,3577815144,42.0,5.0,,,,1.0,1.0,,,,20.827307,106.705165,True
Căn nhà MT Phạm Văn Đồng. Cách biển vài chục m. Kế bên lô góc. DT 127m2. Giá 33 tỷ,Bán nhanh căn nhà MT Phạm Văn Đồng. Sát biển Mỹ Khê. Đường 30m. Lề 9m. DT lên đến 127m2. Ngang 5.2m. Vị trí sát biển Mỹ Khê. Khế bên lô góc. Đất vuông không lỗi. Rất phù hợp kinh doanh. Chỉ cần 2 phút là ra biển. Khu vực phát triển mạnh. Pháp lý rõ ràng. Sẵn sổ công chứng. Giá: 33 tỷ. Có thương lượng.,Nhà,Đà Nẵng,Sơn Trà,An Hải Bắc,Phạm Văn Đồng,,18071647872,124.93,2.0,5.2,,,1.0,1.0,,,2025-08-27T21:16:00.342000,16.102024,108.246996,False
"Bán nhà 3 tầng ngay khu phố tây, phường tân lập, tttp nha trang","BÁN NHÀ 3 TẦNG NGAY KHU PHỐ TÂY, PHƯỜNG TÂN LẬP, TTTP NHA TRANG Diện tích: 105,6m, ngang 4,23m Hướng đông bắc Nhà 3 tầng 1pk, 5pn, 5wc Pháp lý: sổ hoàn công Nhà ở hẻm thông đường Biệt Thự cách đường Nguyễn Thiện Thuật chỉ 200m Cách Biển chỉ 500m Tiện ích xung quanh gồm có nhà hàng, khách sạn, tiệm spa, quán bar, căn hộ cho thuê, trường học, bệnh viện, Quảng Trường, rạp chiếu film, cơ quan ban ngành TP Nha Trang và gần mọi tiện ích xung quanh. Khu Phố Tây là địa điểm tập trung rất nhiều du khách trong nước và quốc tế lưu trú, nghỉ dưỡng. Căn nhà rất thích hợp xây khách sạn mini hoặc căn hộ cho thuê Giá bán: 13.5 tỷ Ngân hàng cho vay 70% ------------------- Nhận gửi bán nhà, gửi bán đất. Hotline/zalo: [phone_number] Số chứng chỉ: KH - 01788.",Nhà,Khánh Hòa,Nha Trang,,,,10940506043,105.3,5.0,4.1,,,6.0,3.0,Đông Bắc,Đông Bắc,2025-12-09T07:59:22.903000,12.241216,109.203568,False
Chính chủ bán nhà 4 tầng - vị trí đẹp - gần sông sài gòn - vạn phúc city - đường ô tô thông thoáng,"CHÍNH CHỦ CẦN BÁN CĂN NHÀ 4 TẦNG KHU DÂN CƯ ĐỒNG BỘ GẦN SÔNG SÀI GÒN - VẠN PHÚC CITY - Khu dân trí cao, an ninh, đường xe tải thông thoáng - Cách QL13 chỉ 100m, gần sông Sài Gòn thoáng mát - DT 51m2 - DTSD 160m2 - Kết cấu: 4 tầng đúc BTCT - Công năng: 4PN 4WC phòng khách bếp SỔ HỒNG RIÊNG HOÀN CÔNG - CÓ HỔ TRỢ VAY Giá bán : 8 Tỷ 190 LIÊN HỆ CHÍNH CHỦ : [phone_number] ( HỔ TRỢ 24/24 )",Nhà,Hồ Chí Minh,Thủ Đức,Hiệp Bình Phước,,,10219611941,52.09,5.0,,,,5.0,3.0,,,2026-03-25T10:31:35.352000,10.851788,106.746825,False
"Bán nhanh đất 10m x 30m hai mặt tiền đường nhựa, full thổ cư tại Bình Dương","Cơ hội sở hữu ngay cặp đất siêu đẹp với diện tích 10x30m, full thổ cư, sẵn sàng xây dựng. Vị trí đắc địa tại Hoà Phú, Bình Dương, ngay gần UBND phường và siêu thị Aeon, khu dân cư đông đúc, sầm uất. Đất có hai mặt tiền đường nhựa rộng rãi, giao thông thuận tiện, kết nối dễ dàng đến các tiện ích xung quanh như trường học, bệnh viện, siêu thị. Pháp lý minh bạch, sổ đỏ đầy đủ. Giá bán cực kỳ hấp dẫn, cam kết rẻ nhất thị trường hiện tại. Có thể bán lẻ từng nền 5m. Liên hệ ngay để chốt cọc và không bỏ lỡ cơ hội đầu tư sinh lời!",Đất,Bình Dương,Thủ Dầu Một,Hòa Phú,,,12109775851,286.6,0.0,10.0,30.0,,0.0,0.0,,,2025-11-17T19:45:59.827000,10.982807,106.651023,False
Biệt thự/Nhà liền kề Trung tâm Lào Cai,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Lào Cai,Trung tâm,,,,6875609211,182.7,2.0,,,,3.0,1.0,,,,22.48829,103.973945,True
"Nhà 1T-2L 92m² (7mx13m) đường Số 128 Tây Hòa, P.Phước Long A, Q9 - Chỉ 5ty8","- Nhà đường Số 128 Tây Hòa , P.Phước Long A, Q9 - Nhà 1T - 2L - 92m² (7mx13m),Sổ hồng riêng, - Hiện trạng: 3 tầng - Hẻm 5m - chỉ 15m ra đường xe tải, an ninh. - Vị trí tiện ích đầy đủ. - Sổ hồng riêng, hoàn công đầy đủ. - Nhà đẹp,kiên cố - ở ngay. $$$ : NHÀ ĐANG CÓ DÒNG TIỀN CHO THUÊ 12TR/THÁNG. Giá thương lượng trực tiếp chủ. "" Tuấn Nhà Thật - Bất động sản thật""",Nhà,Hồ Chí Minh,Thủ Đức,Phước Long A,128,,12670006601,88.78,5.0,,,,4.0,2.0,,,2025-10-13T09:16:46.320000,10.83093,106.750497,False
"Chính chủ bán nhà mới 38m2 Tô Vĩnh Diện, Thanh Xuân, 5 tầng, ngõ nông, nở hậu, khu vip, giá 8,15 tỷ","Khu vip - ngõ đẹp gần phố - sát mặt ngõ ô tô tránh - nở hậu - quá chi là hiếm, khu quá ít nhà bán. + Vị trí đẹp, thoáng, ngõ đẹp, gần phố. Mặt ngõ 40 ô tô tránh, gần Quần Nhạc, Khu Tô Vĩnh Diện Thông các ngả đường Vương Thừa Vũ, Nguyễn Ngọc Nại, Lê Trọng Tấn, Khương Trung khu phân Lô Quân đội, an ninh dân trí, bãi gửi ô tô tung toé. + Phút mốt lên bệnh viện đại học Y, lên trung tâm thành phố. + Tiện di chuyển đi làm và đi học. Gần các trường đại học lớn Bách khoa, Kinh Tế, đại học Tự Nhiên. + Nhà xây mới tinh 5 tầng. Dân trí cao. Tiện ích bạt ngàn. + Thiết kế: - T1: Khách bếp vs. - T2 - T4: Mỗi tầng PN. VS. - T5: Thờ. Sân phơi. + Sổ đỏ chính chủ, sẵn sàng giao dịch.",Nhà,Hà Nội,Thanh Xuân,Khương Trung,Tô Vĩnh Diện,,6895199253,39.33,6.0,5.5,,1.5,4.0,4.0,,,2025-08-08T14:54:20.652000,21.014535,105.801947,False
"Nhà 2 tầng, Quang Trung, P. 14, Gò Vấp","Nhà 2 tầng, Quang Trung, P. 14, Gò Vấp, 48.8m2, hẻm xe hơi, 1 trệt, 1 lầu, 3PN, 2WC, 5.28 tỷ, sổ hồng riêng, pháp lý chuẩn để được xem nhà.",Nhà,Hồ Chí Minh,Gò Vấp,14,Quang Trung,,7767202328,45.68,1.0,4.0,,4.0,4.0,2.0,Tây - Bắc,,2025-06-09T11:24:48.903000,10.767728,106.718324,False
